TransactionDate,TransactionType,Quantity
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,3
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,3
2014-08-01 00:00:00.000,P,3
2014-08-01 00:00:00.000,P,3
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,60
2014-08-01 00:00:00.000,P,60
2014-08-01 00:00:00.000,P,550
2014-08-01 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,3
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,60
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-31 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,1250
2014-07-30 00:00:00.000,P,1250
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,60
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,3
2014-07-30 00:00:00.000,P,550
2014-07-30 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,60
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,60
2014-07-29 00:00:00.000,P,60
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,3
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-29 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,60
2014-07-28 00:00:00.000,P,60
2014-07-28 00:00:00.000,P,550
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-28 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,3
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,550
2014-07-27 00:00:00.000,P,60
2014-07-27 00:00:00.000,P,60
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,60
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,3
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,60
2014-07-26 00:00:00.000,P,60
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,60
2014-07-26 00:00:00.000,P,550
2014-07-26 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,1250
2014-07-25 00:00:00.000,P,1250
2014-07-25 00:00:00.000,P,60
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,60
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,550
2014-07-25 00:00:00.000,P,3
2014-07-25 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,60
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,60
2014-07-24 00:00:00.000,P,60
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,3
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-24 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,60
2014-07-23 00:00:00.000,P,60
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,60
2014-07-23 00:00:00.000,P,60
2014-07-23 00:00:00.000,P,60
2014-07-23 00:00:00.000,P,550
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-23 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,3
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-22 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,60
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,3
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,60
2014-07-21 00:00:00.000,P,60
2014-07-21 00:00:00.000,P,60
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,550
2014-07-21 00:00:00.000,P,60
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,1250
2014-07-19 00:00:00.000,P,1250
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,60
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,3
2014-07-19 00:00:00.000,P,550
2014-07-19 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,60
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,60
2014-07-18 00:00:00.000,P,60
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,3
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-18 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,60
2014-07-17 00:00:00.000,P,60
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,60
2014-07-17 00:00:00.000,P,60
2014-07-17 00:00:00.000,P,60
2014-07-17 00:00:00.000,P,550
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-17 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,60
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,3
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-16 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,60
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,60
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,3
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,60
2014-07-15 00:00:00.000,P,60
2014-07-15 00:00:00.000,P,60
2014-07-15 00:00:00.000,P,550
2014-07-15 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,1250
2014-07-14 00:00:00.000,P,1250
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,60
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,60
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,550
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,3
2014-07-14 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,60
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,60
2014-07-12 00:00:00.000,P,60
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,550
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-12 00:00:00.000,P,3
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,60
2014-07-11 00:00:00.000,P,60
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,3
2014-07-11 00:00:00.000,P,3
2014-07-11 00:00:00.000,P,3
2014-07-11 00:00:00.000,P,3
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,60
2014-07-11 00:00:00.000,P,60
2014-07-11 00:00:00.000,P,550
2014-07-11 00:00:00.000,P,3
