ReportType,ProductID,ProductName,TotalSales,TotalQuantitySold
----------,---------,-----------,----------,-----------------
Product Sales,707,Sport-100 Helmet, Red,$157,772.39,6266
Product Sales,992,Mountain-500 Black, 48,$157,569.08,449
Product Sales,864,Classic Vest, S,$156,398.07,4247
Product Sales,907,Rear Brakes,$15,719.40,246
Product Sales,921,Mountain Tire Tube,$15,444.05,3095
Product Sales,872,Road Bottle Cage,$15,390.88,1712
Product Sales,951,HL Crankset,$148,622.58,613
Product Sales,984,Mountain-500 Silver, 40,$145,089.43,450
Product Sales,987,Mountain-500 Silver, 48,$142,897.27,457
Product Sales,741,HL Mountain Frame - Silver, 48,$141,635.10,173
Product Sales,985,Mountain-500 Silver, 42,$141,360.50,455
Product Sales,830,ML Mountain Frame - Black, 40,$14,229.41,68
Product Sales,730,LL Road Frame - Red, 62,$137,213.49,697
Product Sales,867,Women's Mountain Shorts, S,$137,164.13,3296
Product Sales,905,ML Mountain Frame-W - Silver, 42,$136,970.66,627
Product Sales,869,Women's Mountain Shorts, L,$136,774.02,3244
Product Sales,757,Road-450 Red, 48,$136,467.86,156
Product Sales,990,Mountain-500 Black, 42,$136,293.48,388
Product Sales,960,Touring-3000 Blue, 62,$135,284.01,281
Product Sales,978,Touring-3000 Blue, 44,$133,365.03,292
Product Sales,726,LL Road Frame - Red, 48,$132,125.25,671
Product Sales,964,Touring-3000 Yellow, 58,$130,898.58,293
Product Sales,875,Racing Socks, L,$13,784.59,2473
Product Sales,744,HL Mountain Frame - Black, 44,$13,765.92,17
Product Sales,844,Minipump,$13,514.69,1130
Product Sales,916,HL Touring Seat/Saddle,$13,454.78,426
Product Sales,831,ML Mountain Frame - Black, 44,$129,529.46,619
Product Sales,884,Short-Sleeve Classic Jersey, XL,$129,145.57,3864
Product Sales,991,Mountain-500 Black, 44,$125,925.67,350
Product Sales,986,Mountain-500 Silver, 44,$122,512.43,381
Product Sales,936,ML Mountain Pedal,$12,852.63,345
Product Sales,866,Classic Vest, L,$12,839.70,207
Product Sales,909,ML Mountain Seat/Saddle,$12,497.17,534
Product Sales,994,LL Bottom Bracket,$12,244.93,378
Product Sales,947,HL Touring Handlebars,$12,087.24,220
Product Sales,824,ML Mountain Rear Wheel,$119,892.16,851
Product Sales,714,Long-Sleeve Logo Jersey, M,$115,249.21,3636
Product Sales,820,HL Road Front Wheel,$112,286.41,567
Product Sales,861,Full-Finger Gloves, S,$11,410.30,500
Product Sales,814,ML Mountain Frame - Black, 38,$107,557.58,514
Product Sales,745,HL Mountain Frame - Black, 48,$106,078.56,131
Product Sales,880,Hydration Pack - 70 oz.,$105,826.42,2761
Product Sales,989,Mountain-500 Black, 40,$101,734.12,282
Product Sales,917,LL Mountain Frame - Silver, 42,$100,569.36,638
Product Sales,935,LL Mountain Pedal,$10,908.01,449
Product Sales,827,ML Road Rear Wheel,$10,574.78,64
Product Sales,950,ML Crankset,$10,464.79,68
Product Sales,915,ML Touring Seat/Saddle,$1,972.66,84
Product Sales,805,LL Headset,$1,949.40,95
Product Sales,753,Road-150 Red, 56,$1,847,818.63,664
Product Sales,976,Road-350-W Yellow, 48,$1,774,883.56,1622
Product Sales,749,Road-150 Red, 62,$1,769,096.69,600
Product Sales,969,Touring-1000 Blue, 60,$1,721,242.51,1120
Product Sales,973,Road-350-W Yellow, 40,$1,657,198.18,1477
Product Sales,792,Road-250 Red, 58,$1,587,008.18,946
Product Sales,966,Touring-1000 Blue, 46,$1,586,953.57,1002
Product Sales,946,LL Touring Handlebars,$1,548.62,56
Product Sales,751,Road-150 Red, 48,$1,540,803.06,493
Product Sales,942,ML Mountain Frame-W - Silver, 38,$1,529.18,7
Product Sales,957,Touring-1000 Yellow, 60,$1,518,133.10,1114
Product Sales,796,Road-250 Black, 58,$1,506,377.63,910
Product Sales,914,LL Touring Seat/Saddle,$1,480.75,91
Product Sales,789,Road-250 Red, 44,$1,448,122.48,895
Product Sales,954,Touring-1000 Yellow, 46,$1,426,372.87,1005
Product Sales,752,Road-150 Red, 52,$1,415,563.61,458
Product Sales,777,Mountain-100 Black, 44,$1,365,852.38,678
Product Sales,790,Road-250 Red, 48,$1,348,759.50,812
Product Sales,750,Road-150 Red, 44,$1,340,419.94,437
Product Sales,775,Mountain-100 Black, 38,$1,339,997.25,682
Product Sales,771,Mountain-100 Silver, 38,$1,291,868.70,642
Product Sales,776,Mountain-100 Black, 42,$1,254,722.73,634
Product Sales,778,Mountain-100 Black, 48,$1,234,276.03,616
Product Sales,801,Road-550-W Yellow, 48,$1,233,938.88,1763
Product Sales,797,Road-550-W Yellow, 38,$1,227,910.08,1744
Product Sales,773,Mountain-100 Silver, 44,$1,217,210.36,601
Product Sales,943,LL Mountain Frame - Black, 40,$1,198.99,8
Product Sales,772,Mountain-100 Silver, 42,$1,186,494.85,593
Product Sales,974,Road-350-W Yellow, 42,$1,120,066.36,944
Product Sales,967,Touring-1000 Blue, 50,$1,071,401.06,649
Product Sales,798,Road-550-W Yellow, 40,$1,071,291.78,1500
Product Sales,791,Road-250 Red, 52,$1,066,766.61,639
Product Sales,770,Road-650 Black, 52,$1,042,909.78,2270
Product Sales,774,Mountain-100 Silver, 48,$1,019,657.00,505
Product Sales,760,Road-650 Red, 60,$1,016,529.02,2232

(266 rows affected)
