SalesOrderID,OrderDate,ShipDate,OrderStatus
75001,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75002,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75003,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75004,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75005,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75006,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75007,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75008,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75009,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75010,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75011,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75012,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75013,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75014,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75015,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75016,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75017,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75018,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75019,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75020,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75021,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75022,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75023,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75024,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75025,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75026,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75027,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75028,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
75029,2014-06-27 00:00:00.000,2014-07-04 00:00:00.000,5
74969,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74970,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74971,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74972,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74973,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74974,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74975,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74976,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74977,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74978,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74979,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74980,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74981,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74982,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74983,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74984,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74985,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74986,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74987,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74988,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74989,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74990,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74991,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74992,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74993,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74994,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74995,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74996,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74997,2014-06-26 00:00:00.000,2014-07-03 00:00:00.000,5
74937,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74938,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74939,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74940,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74941,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74942,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74943,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74944,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74945,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74946,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74947,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74948,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74949,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74950,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74951,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74952,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74953,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74954,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74955,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74956,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74957,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74958,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74959,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74960,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74961,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74962,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74963,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74964,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74965,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74966,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74967,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74968,2014-06-25 00:00:00.000,2014-07-02 00:00:00.000,5
74913,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74914,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74915,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74916,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74917,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74918,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74919,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74920,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74921,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74922,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74923,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74924,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74925,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74926,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74927,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74928,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74929,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74930,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74931,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74932,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74933,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74934,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74935,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74936,2014-06-24 00:00:00.000,2014-07-01 00:00:00.000,5
74873,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74874,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74875,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74876,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74877,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74878,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74879,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74880,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74881,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74882,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74883,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74884,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74885,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74886,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74887,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74888,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74889,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74890,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74891,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74892,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74893,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74894,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74895,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74896,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74897,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74898,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74899,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74900,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74901,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74902,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74903,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74904,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74905,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74906,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74907,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74908,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74909,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74910,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74911,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74912,2014-06-23 00:00:00.000,2014-06-30 00:00:00.000,5
74843,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74844,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74845,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74846,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74847,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74848,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74849,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74850,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74851,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74852,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74853,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74854,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74855,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74856,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74857,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74858,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74859,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74860,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74861,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74862,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74863,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74864,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74865,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74866,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74867,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74868,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74869,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74870,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74871,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74872,2014-06-22 00:00:00.000,2014-06-29 00:00:00.000,5
74811,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74812,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74813,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74814,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74815,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74816,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74817,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74818,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74819,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74820,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74821,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74822,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74823,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74824,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74825,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74826,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74827,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74828,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74829,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74830,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74831,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74832,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74833,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74834,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74835,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74836,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74837,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74838,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74839,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74840,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74841,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74842,2014-06-21 00:00:00.000,2014-06-28 00:00:00.000,5
74784,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74785,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74786,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74787,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74788,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74789,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74790,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74791,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74792,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74793,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74794,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74795,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74796,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74797,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74798,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74799,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74800,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74801,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74802,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74803,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74804,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74805,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74806,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74807,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74808,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74809,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74810,2014-06-20 00:00:00.000,2014-06-27 00:00:00.000,5
74754,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74755,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74756,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74757,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74758,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74759,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74760,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74761,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74762,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74763,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74764,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74765,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74766,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74767,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74768,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74769,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74770,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74771,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74772,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74773,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74774,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74775,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74776,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74777,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74778,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74779,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74780,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74781,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74782,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74783,2014-06-19 00:00:00.000,2014-06-26 00:00:00.000,5
74719,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74720,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74721,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74722,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74723,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74724,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74725,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74726,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74727,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74728,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74729,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74730,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74731,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74732,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74733,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74734,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74735,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74736,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74737,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74738,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74739,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74740,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74741,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74742,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74743,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74744,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74745,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
74746,2014-06-18 00:00:00.000,2014-06-25 00:00:00.000,5
